AsOfDate,Program,BorrName,BorrStreet,BorrCity,BorrState,BorrZip,BankName,BankFDICNumber,BankNCUANumber,BankStreet,BankCity,BankState,BankZip,GrossApproval,SBAGuaranteedApproval,ApprovalDate,ApprovalFiscalYear,FirstDisbursementDate,DeliveryMethod,Subprogram,InitialInterestRate,FixedOrVariableInterestInd,TermInMonths,NaicsCode,NaicsDescription,FranchiseCode,FranchiseName,ProjectCounty,ProjectState,SBADistrictOffice,CongressionalDistrict,BusinessType,BusinessAge,LoanStatus,PaidInFullDate,ChargeOffDate,GrossChargeOffAmount,RevolverStatus,JobsSupported,SoldSecMrktInd
12/31/2024,7A,PIERCINGS ONLY LLC,2436 N SHARON AMITY RD STE 106,CHARLOTTE,NC,28205,"Wells Fargo Bank, National Association",3511,None,101 N Philips Ave,SIOUX FALLS,SD,57104,10000,5000,3/21/2024,2024,4/28/2024,SBA Express,FA$TRK (Small Loan Express),13.5,V,120,812990,All Other Personal Services,NA,NA,MECKLENBURG,NC,NORTH CAROLINA DISTRICT OFFICE,12,CORPORATION,New Business or 2 years or less,EXEMPT,NA,NA,0,1,1,NA
12/31/2024,7A,VALUE CARE STAFFING LLC,1041 N DUPONT HWY,DOVER,DE,19901,"PNC Bank, National Association",6384,None,222 Delaware Ave,WILMINGTON,DE,19801,20000,10000,3/21/2024,2024,NA,SBA Express,FA$TRK (Small Loan Express),15,V,120,561311,Employment Placement Agencies,NA,NA,KENT,DE,DELAWARE DISTRICT OFFICE,00,CORPORATION,New Business or 2 years or less,COMMIT,NA,NA,0,1,17,NA
12/31/2024,7A,PARIS NAILS LLC,2249 Shirlington Road SUITE A,ARLINGTON,VA,22206,"Readycap Lending, LLC",None,None,200 Connell Drive,BERKELEY HEIGHTS,NJ,07922,50000,42500,3/21/2024,2024,3/31/2024,PLP,Guaranty,15,V,120,812113,Nail Salons,NA,NA,ARLINGTON,VA,WASHINGTON DISTRICT OFFICE,08,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,4,Y
12/31/2024,7A,LATERAL SOLUTIONS LLC,11407 Woodson Ave,Kensington,MD,20895,Colony Bank,22257,None,115 S Grant St,FITZGERALD,GA,31750,126000,107100,3/21/2024,2024,3/25/2024,PLP,Guaranty,11.5,V,120,541611,Administrative Management and General Management Consulting Services,NA,NA,MONTGOMERY,MD,WASHINGTON DISTRICT OFFICE,08,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,3,Y
12/31/2024,7A,Honey-Land LLC,964 Crestview Church Road,Asheboro,NC,27205,First Community Bank,13012,None,29 College Dr,BLUEFIELD,VA,24605,675000,506250,3/21/2024,2024,5/28/2024,OTH 7A,Guaranty,8.5,F,120,721211,RV (Recreational Vehicle) Parks and Campgrounds,NA,NA,RANDOLPH,NC,NORTH CAROLINA DISTRICT OFFICE,13,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,17,NA
12/31/2024,7A,PK'S GARAGE INC,3379 Dellwood Rd Dellwood Rd,WAYNESVILLE,NC,28786,"Readycap Lending, LLC",None,None,200 Connell Drive,BERKELEY HEIGHTS,NJ,07922,50000,42500,3/21/2024,2024,3/31/2024,PLP,Guaranty,15,V,120,811121,"Automotive Body, Paint, and Interior Repair and Maintenance",NA,NA,HAYWOOD,NC,NORTH CAROLINA DISTRICT OFFICE,11,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,3,Y
12/31/2024,7A,Dowd Insurance LLC,120 Ponderosa Drive,CHRISTIANSBURG,VA,24073,First Community Bank,13012,None,29 College Dr,BLUEFIELD,VA,24605,75000,37500,7/22/2024,2024,NA,SBA Express,FA$TRK (Small Loan Express),9,V,120,524210,Insurance Agencies and Brokerages,NA,NA,MONTGOMERY,VA,RICHMOND DISTRICT OFFICE,09,CORPORATION,"Startup, Loan Funds will Open Business",CANCLD,NA,NA,0,1,0,NA
12/31/2024,7A,R & M Fitness LLC,209 S LYNNHAVEN PKWY STE 520,VIRGINIA BEACH,VA,23456,"Fulton Bank, National Association",7551,None,One Penn Sq,LANCASTER,PA,17602,463000,347250,7/22/2024,2024,10/1/2024,PLP,Guaranty,11.25,V,124,713940,Fitness and Recreational Sports Centers,NA,NA,VIRGINIA BEACH CITY,VA,RICHMOND DISTRICT OFFICE,02,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,0,6,NA
12/31/2024,7A,NEXUS WELLNESS GROUP INC.,10220 S DOLFIELD RD,OWINGS MILLS,MD,21117,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,10000,5000,7/22/2024,2024,NA,SBA Express,FA$TRK (Small Loan Express),15,V,120,621330,Offices of Mental Health Practitioners (except Physicians),NA,NA,BALTIMORE,MD,BALTIMORE DISTRICT OFFICE,02,CORPORATION,Existing or more than 2 years old,COMMIT,NA,NA,0,1,3,NA
12/31/2024,7A,Crest Security Assurance LLC,12905 LARKMEADE LN,WOODBRIDGE,VA,22193,Live Oak Banking Company,58665,None,1741 Tiburon Dr,WILMINGTON,NC,28403,500000,250000,7/22/2024,2024,7/31/2024,SBA Express,FA$TRK (Small Loan Express),9.5,V,120,541519,Other Computer Related Services,NA,NA,PRINCE WILLIAM,VA,RICHMOND DISTRICT OFFICE,01,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,1,52,NA
12/31/2024,7A,David Macaulay Consulting LLC,2355 LONGLEAF DR W,PINEHURST,NC,28374,BayFirst National Bank,34997,None,700 Central Avenue,Saint Petersburg,FL,33701,149000,126650,7/22/2024,2024,7/24/2024,PLP,Guaranty,13.25,V,120,541990,"All Other Professional, Scientific, and Technical Services",NA,NA,MOORE,NC,NORTH CAROLINA DISTRICT OFFICE,09,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,0,Y
12/31/2024,7A,The MJW Group LLC,16209 KELBY CV,CHARLOTTE,NC,28278,First Bank of the Lake,26960,None,"4558 Osage Beach Pkwy, Ste 100",OSAGE BEACH,MO,65065,150000,127500,7/22/2024,2024,8/1/2024,PLP,Guaranty,14.5,V,120,541611,Administrative Management and General Management Consulting Services,NA,NA,MECKLENBURG,NC,NORTH CAROLINA DISTRICT OFFICE,12,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,3,NA
12/31/2024,7A,KindCare Adult Day and Health,1424 E FRANKLIN ST,MONROE,NC,28112,Truliant FCU,None,7840,3200 Truliant Way,WINSTON SALEM,NC,27103,788700,591525,7/22/2024,2024,NA,PLP,Guaranty,10.5,V,300,621610,Home Health Care Services,NA,NA,UNION,NC,NORTH CAROLINA DISTRICT OFFICE,09,CORPORATION,"Startup, Loan Funds will Open Business",COMMIT,NA,NA,0,0,13,NA
12/31/2024,7A,J. Burke Catering LLC,501 South Camp Meade Road,Linthicum heights,MD,21090,"Readycap Lending, LLC",None,None,200 Connell Drive,BERKELEY HEIGHTS,NJ,07922,50000,42500,7/22/2024,2024,8/1/2024,PLP,Guaranty,15,V,120,722320,Caterers,NA,NA,ANNE ARUNDEL,MD,BALTIMORE DISTRICT OFFICE,02,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,6,Y
12/31/2024,7A,Ultra Coffeebar,242 Clingman Ave Ext.,ASHEVILLE,NC,28801,First Bank,15019,None,205 SE Broad St,SOUTHERN PINES,NC,28387,1080000,810000,7/22/2024,2024,8/12/2024,PLP,Guaranty,11,V,120,722515,Snack and Nonalcoholic Beverage Bars,NA,NA,BUNCOMBE,NC,NORTH CAROLINA DISTRICT OFFICE,11,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,0,10,Y
12/31/2024,7A,Lizzie Noble Events L.L.C.,"2030 8TH ST NW, Unit 513",WASHINGTON,DC,20001,"TD Bank, National Association",18409,None,2035 Limestone Rd,WILMINGTON,DE,19808,15000,7500,7/22/2024,2024,NA,SBA Express,FA$TRK (Small Loan Express),11.5,V,120,812990,All Other Personal Services,NA,NA,DISTRICT OF COLUMBIA,DC,WASHINGTON DISTRICT OFFICE,00,CORPORATION,New Business or 2 years or less,COMMIT,NA,NA,0,1,0,NA
12/31/2024,7A,Triad Innovations LLC,3420 Briarcliff Dr Apt B,Greenville,NC,27834,Northeast Bank,19690,None,35 Canal St,LEWISTON,ME,04240,42600,36210,7/22/2024,2024,NA,PLP,Guaranty,11.25,V,120,541512,Computer Systems Design Services,NA,NA,PITT,NC,NORTH CAROLINA DISTRICT OFFICE,01,CORPORATION,New Business or 2 years or less,COMMIT,NA,NA,0,0,1,NA
12/31/2024,7A,Goldstone Hospitality LLC,708 Corporate Dr,Goldsboro,NC,27534,GBank,58626,None,"9115 W Russell Rd, Ste 110",LAS VEGAS,NV,89148,3070000,2302500,7/22/2024,2024,8/15/2024,PLP,Guaranty,9.5,V,300,721110,Hotels (except Casino Hotels) and Motels,S1645,Super 8 by Wyndhan,WAYNE,NC,NORTH CAROLINA DISTRICT OFFICE,01,CORPORATION,Change of Ownership,EXEMPT,NA,NA,0,0,16,Y
12/31/2024,7A,CRG MIDDLETOWN LLC,140 Commerce Dr,Middletown,DE,19709,Ponce Bank,31189,None,2244 Westchester Ave,NEW YORK CITY,NY,10462,518000,388500,7/22/2024,2024,9/5/2024,OTH 7A,Guaranty,11,V,120,722511,Full-Service Restaurants,S4468,Red Robin,NEW CASTLE,DE,DELAWARE DISTRICT OFFICE,00,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,40,Y
12/31/2024,7A,Outsourced Financial Operation,2920 W Broad St,RICHMOND,VA,23230,BayFirst National Bank,34997,None,700 Central Avenue,Saint Petersburg,FL,33701,52300,44455,7/22/2024,2024,7/29/2024,PLP,Guaranty,13.25,V,120,541219,Other Accounting Services,NA,NA,RICHMOND CITY,VA,RICHMOND DISTRICT OFFICE,03,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,1,Y
12/31/2024,7A,Salsa Brava Restaurant,1806 Holloway St.,DURHAM,NC,27703,Bank of Oak Ridge,35365,None,2211 Oak Ridge Rd,OAK RIDGE,NC,27310,1435000,1076250,7/22/2024,2024,7/30/2024,PLP,Guaranty,10,V,304,722511,Full-Service Restaurants,NA,NA,DURHAM,NC,NORTH CAROLINA DISTRICT OFFICE,02,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,0,13,NA
12/31/2024,7A,Blerd LLC,135 Preakness Farm Dr,GARNER,NC,27529,"Newtek Bank, National Association",18734,None,"1111 Brickell Ave, Ste 135",Miami,FL,33131,50000,25000,7/22/2024,2024,7/25/2024,SBA Express,FA$TRK (Small Loan Express),15,V,120,623312,Homes for the Elderly,NA,NA,WAKE,NC,NORTH CAROLINA DISTRICT OFFICE,02,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,2,NA
12/31/2024,7A,The L.S. Connection L.L.C.,856 TYNE LOOP,SALISBURY,MD,21801,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,50000,42500,7/22/2024,2024,8/7/2024,PLP,Guaranty,10.75,V,60,484121,"General Freight Trucking, Long Distance, Truckload",NA,NA,WICOMICO,MD,BALTIMORE DISTRICT OFFICE,01,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,3,NA
12/31/2024,7A,30 Main LLC,30 Main St,WARRENTON,VA,20186,Oak View National Bank,58827,None,128 Broadview Ave,WARRENTON,VA,20186,500000,250000,7/22/2024,2024,8/15/2024,SBA Express,FA$TRK (Small Loan Express),9.5,F,12,722511,Full-Service Restaurants,NA,NA,FAUQUIER,VA,RICHMOND DISTRICT OFFICE,05,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,0,40,NA
12/31/2024,7A,N & A CARE SOLUTIONS LLC,380H Knollwood Street,WINSTON SALEM,NC,27103,BayFirst National Bank,34997,None,700 Central Avenue,Saint Petersburg,FL,33701,100000,85000,7/22/2024,2024,7/29/2024,PLP,Guaranty,13.25,V,120,562910,Remediation Services,NA,NA,FORSYTH,NC,NORTH CAROLINA DISTRICT OFFICE,06,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,0,Y
12/31/2024,7A,mot LLC,7601 Hungary Ridge Terrace,GLEN ALLEN,VA,23060,"Readycap Lending, LLC",None,None,200 Connell Drive,BERKELEY HEIGHTS,NJ,07922,50000,42500,7/22/2024,2024,7/23/2024,PLP,Guaranty,15,V,120,541512,Computer Systems Design Services,NA,NA,HENRICO,VA,RICHMOND DISTRICT OFFICE,07,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,2,Y
12/31/2024,7A,Hall's Plumbing Heating & Air,1071 LEASBURG RD,ROXBORO,NC,27573,BayFirst National Bank,34997,None,700 Central Avenue,Saint Petersburg,FL,33701,150000,127500,7/22/2024,2024,NA,PLP,Guaranty,13.25,V,120,238220,"Plumbing, Heating, and Air-Conditioning Contractors",NA,NA,PERSON,NC,NORTH CAROLINA DISTRICT OFFICE,13,CORPORATION,Existing or more than 2 years old,COMMIT,NA,NA,0,0,2,NA
12/31/2024,7A,Rock Creek Landscaping LLC a/k,16200 Oak Hill Road (Parcel B),Silver Spring,MD,20905,Gulf Coast Bank and Trust Company,32974,None,200 St. Charles Ave,NEW ORLEANS,LA,70130,525000,393750,7/22/2024,2024,7/25/2024,PLP,Guaranty,10.75,V,120,561730,Landscaping Services,NA,NA,MONTGOMERY,MD,WASHINGTON DISTRICT OFFICE,03,CORPORATION,Change of Ownership,EXEMPT,NA,NA,0,0,16,Y
12/31/2024,7A,Bear Creek Fabrication LLC,1844 Campbell Road,Bear Creek,NC,27207,First-Citizens Bank & Trust Company,11063,None,100 E. Tryon Rd,RALEIGH,NC,27603,5000000,3750000,7/22/2024,2024,8/29/2024,PLP,Guaranty,7.95,F,120,332312,Fabricated Structural Metal Manufacturing,NA,NA,CHATHAM,NC,NORTH CAROLINA DISTRICT OFFICE,04,CORPORATION,Change of Ownership,EXEMPT,NA,NA,0,0,21,NA
12/31/2024,7A,Andrew S Lee CPA PLLC,5103 B BACKLICK RD,ANNANDALE,VA,22003,"TD Bank, National Association",18409,None,2035 Limestone Rd,WILMINGTON,DE,19808,412000,309000,7/22/2024,2024,8/30/2024,PLP,Guaranty,8.2,V,120,541211,Offices of Certified Public Accountants,NA,NA,FAIRFAX,VA,WASHINGTON DISTRICT OFFICE,08,CORPORATION,Change of Ownership,EXEMPT,NA,NA,0,0,3,NA
12/31/2024,7A,Compubahn Inc,"9711 Washingtonian Blvd, Ste 5",Gaithersburg,MD,20878,"Newtek Bank, National Association",18734,None,"1111 Brickell Ave, Ste 135",Miami,FL,33131,950000,712500,7/22/2024,2024,NA,PLP,Guaranty,11.5,V,120,541511,Custom Computer Programming Services,NA,NA,MONTGOMERY,MD,WASHINGTON DISTRICT OFFICE,06,CORPORATION,Existing or more than 2 years old,COMMIT,NA,NA,0,0,7,NA
12/31/2024,7A,HOP IN BUS SERVICE LLC,300 Southtown Circle,Rolesville,NC,27571,Northeast Bank,19690,None,35 Canal St,LEWISTON,ME,04240,150000,127500,7/22/2024,2024,8/9/2024,PLP,Guaranty,11.25,V,120,485210,Interurban and Rural Bus Transportation,NA,NA,WAKE,NC,NORTH CAROLINA DISTRICT OFFICE,04,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,3,Y
12/31/2024,7A,BRIMMA TECH INC,7605 Carrick Hill Ct,Wake Forest,NC,27587,"Newtek Bank, National Association",18734,None,"1111 Brickell Ave, Ste 135",Miami,FL,33131,525000,393750,7/22/2024,2024,NA,PLP,Guaranty,11.5,V,120,518210,"Data Processing, Hosting, and Related Services",NA,NA,WAKE,NC,NORTH CAROLINA DISTRICT OFFICE,04,CORPORATION,Existing or more than 2 years old,COMMIT,NA,NA,0,0,5,NA
12/31/2024,7A,Austin Heating and Cooling LLC,4504 AUSTIN DEKOTA DR,CHARLOTTE,NC,28269,Fifth Third Bank,6672,None,38 Fountain Sq Plz,CINCINNATI,OH,45263,40000,20000,7/22/2024,2024,8/7/2024,SBA Express,FA$TRK (Small Loan Express),11.35,V,120,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Ind,NA,NA,MECKLENBURG,NC,NORTH CAROLINA DISTRICT OFFICE,08,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,1,1,NA
12/31/2024,7A,Association Community Services,"7231 Forest Avenue, Suite 102",RICHMOND,VA,23226,Atlantic Union Bank,34589,None,"1051 E Cary St, Ste 103",RICHMOND,VA,23219,2614000,1960500,11/20/2023,2024,11/20/2023,PLP,Guaranty,10.5,V,120,813990,"Other Similar Organizations (except Business, Professional, Labor, and",NA,NA,HENRICO,VA,RICHMOND DISTRICT OFFICE,04,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,26,Y
12/31/2024,7A,JWNC LLC,8225 University City Blvd.,Charlotte,NC,28213,"Readycap Lending, LLC",None,None,200 Connell Drive,BERKELEY HEIGHTS,NJ,07922,1160000,870000,8/2/2024,2024,8/20/2024,PLP,Guaranty,11.25,V,120,722511,Full-Service Restaurants,NA,NA,MECKLENBURG,NC,NORTH CAROLINA DISTRICT OFFICE,08,CORPORATION,New Business or 2 years or less,EXEMPT,NA,NA,0,0,8,Y
12/31/2024,7A,Knarr Metal Building Systems L,212 Clas Dr,Sykesville,MD,21784,American National Bank,19300,None,"8990, W Dodge Rd",Omaha,NE,68114,250000,125000,8/2/2024,2024,9/3/2024,SBA Express,FA$TRK (Small Loan Express),11,V,120,332311,Prefabricated Metal Building and Component Manufacturing,NA,NA,CARROLL,MD,BALTIMORE DISTRICT OFFICE,01,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,1,4,NA
12/31/2024,7A,A2D Restaurant Group LLC,429 LENFANT PLZ SW,WASHINGTON,DC,20024,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,300000,225000,8/2/2024,2024,NA,PLP,Guaranty,10.5,V,126,722511,Full-Service Restaurants,NA,NA,DISTRICT OF COLUMBIA,DC,WASHINGTON DISTRICT OFFICE,00,CORPORATION,"Startup, Loan Funds will Open Business",COMMIT,NA,NA,0,0,10,NA
12/31/2024,7A,Culture Creative LLC,113 Tradewynd Dr,Lynchburg,VA,24502,Select Bank,58563,None,211 Gristmill Dr,FOREST,VA,24551,75000,63750,8/2/2024,2024,9/19/2024,OTH 7A,Guaranty,11,V,120,812112,Beauty Salons,NA,NA,LYNCHBURG CITY,VA,RICHMOND DISTRICT OFFICE,05,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,0,7,Y
12/31/2024,7A,JM Luck LLC,8010 Ridge RD,Richmond,VA,23229,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,279000,209250,8/2/2024,2024,8/16/2024,PLP,Guaranty,10.25,V,120,531311,Residential Property Managers,NA,NA,HENRICO,VA,RICHMOND DISTRICT OFFICE,07,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,0,1,NA
12/31/2024,7A,Knarr Metal Building Systems L,212 Clas Dr,Sykesville,MD,21784,American National Bank,19300,None,"8990, W Dodge Rd",Omaha,NE,68114,288000,216000,8/2/2024,2024,9/20/2024,PLP,Guaranty,11,V,120,332311,Prefabricated Metal Building and Component Manufacturing,NA,NA,CARROLL,MD,BALTIMORE DISTRICT OFFICE,01,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,0,4,NA
12/31/2024,7A,JM Luck LLC,8010 Ridge RD,Richmond,VA,23229,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,10000,5000,8/2/2024,2024,NA,SBA Express,FA$TRK (Small Loan Express),10,V,120,531311,Residential Property Managers,NA,NA,HENRICO,VA,RICHMOND DISTRICT OFFICE,07,CORPORATION,"Startup, Loan Funds will Open Business",COMMIT,NA,NA,0,1,1,NA
12/31/2024,7A,Collision Support Enterprise L,138 COOPER CT,CENTREVILLE,MD,21617,Manufacturers and Traders Trust Company,588,None,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,75000,63750,8/2/2024,2024,8/15/2024,PLP,Guaranty,10.75,V,60,811111,General Automotive Repair,NA,NA,QUEEN ANNES,MD,BALTIMORE DISTRICT OFFICE,01,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,0,2,NA
12/31/2024,7A,Elite Card Processing LLC,13701 MAUGANSVILLE RD,HAGERSTOWN,MD,21740,Cadence Bank,11813,None,201 S Spring St,TUPELO,MS,38804,200000,150000,8/2/2024,2024,8/6/2024,PLP,Guaranty,11.25,V,120,541990,"All Other Professional, Scientific, and Technical Services",NA,NA,WASHINGTON,MD,BALTIMORE DISTRICT OFFICE,06,CORPORATION,New Business or 2 years or less,EXEMPT,NA,NA,0,0,5,NA
12/31/2024,7A,BLEN INC.,"200 Massachusetts Ave NE, Ste",Washington,DC,20001,Celtic Bank Corporation,57056,None,"268 S State St, Ste 300",SALT LAKE CITY,UT,84111,100000,85000,8/2/2024,2024,8/29/2024,PLP,Guaranty,11.25,V,120,541990,"All Other Professional, Scientific, and Technical Services",NA,NA,DISTRICT OF COLUMBIA,DC,WASHINGTON DISTRICT OFFICE,00,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,0,Y
12/31/2024,7A,Advanced Trucking LLC,10365 WOOD PARK CT,ASHLAND,VA,23005,"Bank of America, National Association",3510,None,"100 N Tryon St, Ste 170",CHARLOTTE,NC,28202,71000,35500,8/2/2024,2024,8/9/2024,SBA Express,FA$TRK (Small Loan Express),7.23,F,120,484110,"General Freight Trucking, Local",NA,NA,HANOVER,VA,RICHMOND DISTRICT OFFICE,01,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,6,NA
12/31/2024,7A,Drift Muse LLC,101 Taylor Street,Colonial Beach,VA,22443,"Fulton Bank, National Association",7551,None,One Penn Sq,LANCASTER,PA,17602,699000,524250,8/2/2024,2024,10/16/2024,OTH 7A,Guaranty,11.25,V,300,722511,Full-Service Restaurants,NA,NA,WESTMORELAND,VA,RICHMOND DISTRICT OFFICE,01,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,0,30,Y
12/31/2024,7A,Lefler Construction LLC,3290 W US Highway 421,WILKESBORO,NC,28697,First Community Bank,13012,None,29 College Dr,BLUEFIELD,VA,24605,780000,585000,8/2/2024,2024,8/8/2024,PLP,Guaranty,6.75,F,300,337110,Wood Kitchen Cabinet and Countertop Manufacturing,NA,NA,WILKES,NC,NORTH CAROLINA DISTRICT OFFICE,05,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,1,NA
12/31/2024,7A,FPAAK Corporation,8001 Knightdale Blvd,Knightdale,NC,27545,Celtic Bank Corporation,57056,None,"268 S State St, Ste 300",SALT LAKE CITY,UT,84111,1195500,896625,8/2/2024,2024,NA,PLP,Guaranty,11.5,V,120,484110,"General Freight Trucking, Local",NA,NA,WAKE,NC,NORTH CAROLINA DISTRICT OFFICE,02,CORPORATION,New Business or 2 years or less,CANCLD,NA,NA,0,0,25,NA
12/31/2024,7A,Shumaker Dairy Inc.,1246 COUNTY HOME RD,Blanch,NC,27212,"Readycap Lending, LLC",None,None,200 Connell Drive,BERKELEY HEIGHTS,NJ,07922,50000,42500,8/3/2024,2024,9/1/2024,PLP,Guaranty,15,V,120,115115,Farm Labor Contractors and Crew Leaders,NA,NA,CASWELL,NC,NORTH CAROLINA DISTRICT OFFICE,13,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,0,Y
12/31/2024,7A,Culture Refinery,2500 Regency Pkwy,Cary,NC,27518,"Readycap Lending, LLC",None,None,200 Connell Drive,BERKELEY HEIGHTS,NJ,07922,18500,15725,8/3/2024,2024,NA,PLP,Guaranty,15,V,120,611430,Professional and Management Development Training,NA,NA,WAKE,NC,NORTH CAROLINA DISTRICT OFFICE,02,CORPORATION,Existing or more than 2 years old,CANCLD,NA,NA,0,0,3,NA
12/31/2024,7A,Steelo LLC,620 Foster St,Durham,NC,27701,Carolina Small Business Development Fund,None,None,"3128 Highwoods Blvd., Suite 17",Raleigh,NC,27604,238800,179100,8/3/2024,2024,10/16/2024,OTH 7A,Guaranty,11.75,F,120,812112,Beauty Salons,NA,NA,DURHAM,NC,NORTH CAROLINA DISTRICT OFFICE,04,CORPORATION,"Startup, Loan Funds will Open Business",EXEMPT,NA,NA,0,0,7,NA
12/31/2024,7A,Tender Love & Care Child Devel,2701 ASHLEY RD,CHARLOTTE,NC,28208,"Capital Bank, National Association",35278,None,2275 Research Blvd Ste 600,ROCKVILLE,MD,20850,450000,337500,11/4/2023,2024,11/13/2023,PLP,Guaranty,11.25,V,300,624410,Child Day Care Services,NA,NA,MECKLENBURG,NC,NORTH CAROLINA DISTRICT OFFICE,12,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,4,NA
12/31/2024,7A,FUARO LLC,5501 BACKLICK RD #205,SPRINGFIELD,VA,22151,Citizens Bank,14851,None,300 Broad St,ELIZABETHTON,TN,37643,294400,220800,11/4/2023,2024,NA,PLP,Guaranty,11.5,V,123,713940,Fitness and Recreational Sports Centers,S1744,The Exercise Coach,FAIRFAX,VA,WASHINGTON DISTRICT OFFICE,08,CORPORATION,"Startup, Loan Funds will Open Business",CANCLD,NA,NA,0,0,8,NA
12/31/2024,7A,Restore LLC,914 WASHINGTON RD,WESTMINSTER,MD,21157,"Newtek Bank, National Association",18734,None,"1111 Brickell Ave, Ste 135",Miami,FL,33131,125000,106250,11/4/2023,2024,11/22/2023,PLP,Guaranty,11.5,V,120,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologi",NA,NA,CARROLL,MD,BALTIMORE DISTRICT OFFICE,01,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,70,Y
12/31/2024,7A,Beal Industrial Products Inc.,7513 Connelley Dr,HANOVER,MD,21076,Univest Bank and Trust Co,7759,None,10 W Broad St,Souderton,PA,18964,2119000,1589250,11/4/2023,2024,12/29/2023,PLP,Guaranty,11.25,V,120,423840,Industrial Supplies Merchant Wholesalers,NA,NA,ANNE ARUNDEL,MD,BALTIMORE DISTRICT OFFICE,02,CORPORATION,Change of Ownership,EXEMPT,NA,NA,0,0,10,Y
12/31/2024,7A,' Homecare Cleaning Multi Fami,14912 Doveheart Ln,BOWIE,MD,20721,"Newtek Bank, National Association",18734,None,"1111 Brickell Ave, Ste 135",Miami,FL,33131,150000,127500,11/4/2023,2024,12/5/2023,PLP,Guaranty,11.5,V,120,561720,Janitorial Services,NA,NA,PRINCE GEORGES,MD,WASHINGTON DISTRICT OFFICE,04,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,0,22,Y
12/31/2024,7A,Sunny In Denbigh LLC,97 MONOCACY BLVD,FREDERICK,MD,21701,"PNC Bank, National Association",6384,None,222 Delaware Ave,WILMINGTON,DE,19801,75000,37500,11/4/2023,2024,12/4/2023,SBA Express,FA$TRK (Small Loan Express),13,V,120,325620,Toilet Preparation Manufacturing,NA,NA,FREDERICK,MD,BALTIMORE DISTRICT OFFICE,06,CORPORATION,Existing or more than 2 years old,EXEMPT,NA,NA,0,1,5,NA
